gembase_name	#assembly_accession	refseq_category	taxid	species_taxid	organism_name	tax_id	genus_from_sp	order	family	order_id	family_id	lineage
GAMA.0123.00598	GCF_007632255.1	representative genome	548	548	Klebsiella aerogenes	548	Klebsiella	Enterobacterales	Enterobacteriaceae	91347	543	[1, 131567, 2, 1224, 1236, 91347, 543, 2890311, 570, 548]
GAMA.0123.00599	GCF_002393445.1	representative genome	158822	158822	Cedecea neteri	158822	Cedecea	Enterobacterales	Enterobacteriaceae	91347	543	[1, 131567, 2, 1224, 1236, 91347, 543, 158483, 158822]
GAMA.0123.00603	GCF_003594935.2	representative genome	2494702	2494702	Enterobacter huaxiensis	2494702	Enterobacter	Enterobacterales	Enterobacteriaceae	91347	543	[1, 131567, 2, 1224, 1236, 91347, 543, 547, 2494702]
GAMA.0123.00608	GCF_019844095.1	representative genome	55211	55211	Erwinia persicina	55211	Erwinia	Enterobacterales	Erwiniaceae	91347	1903409	[1, 131567, 2, 1224, 1236, 91347, 1903409, 551, 55211]
GAMA.0123.00609	GCF_021365465.1	representative genome	65700	65700	Erwinia tracheiphila	65700	Erwinia	Enterobacterales	Erwiniaceae	91347	1903409	[1, 131567, 2, 1224, 1236, 91347, 1903409, 551, 65700]
GAMA.0123.00610	GCF_000069965.1	representative genome	529507	584	Proteus mirabilis HI4320	529507	Proteus	Enterobacterales	Morganellaceae	91347	1903414	[1, 131567, 2, 1224, 1236, 91347, 1903414, 583, 584, 529507]
GAMA.0123.00612	GCF_004124235.1	representative genome	2339259	2339259	Yersinia hibernica	2339259	Yersinia	Enterobacterales	Yersiniaceae	91347	1903411	[1, 131567, 2, 1224, 1236, 91347, 1903411, 629, 2339259]
GAMA.0123.00615	GCF_021278985.1	representative genome	1218085	67825	Citrobacter rodentium NBRC 105723 = DSM 16636	1218085	Citrobacter	Enterobacterales	Enterobacteriaceae	91347	543	[1, 131567, 2, 1224, 1236, 91347, 543, 544, 67825, 1218085]
GAMA.0123.00616	GCF_003992745.1	representative genome	1905730	1905730	Pectobacterium parmentieri	1905730	Pectobacterium	Enterobacterales	Pectobacteriaceae	91347	1903410	[1, 131567, 2, 1224, 1236, 91347, 1903410, 122277, 1905730]
GAMA.0123.00620	GCF_000740965.1	representative genome	29471	29471	Pectobacterium atrosepticum	29471	Pectobacterium	Enterobacterales	Pectobacteriaceae	91347	1903410	[1, 131567, 2, 1224, 1236, 91347, 1903410, 122277, 29471]
GAMA.0123.00621	GCF_002504285.1	representative genome	636	636	Edwardsiella tarda	636	Edwardsiella	Enterobacterales	Hafniaceae	91347	1903412	[1, 131567, 2, 1224, 1236, 91347, 1903412, 635, 636]
GAMA.0123.00622	GCF_000439255.1	representative genome	1197719	54736	Salmonella bongori N268-08	1197719	Salmonella	Enterobacterales	Enterobacteriaceae	91347	543	[1, 131567, 2, 1224, 1236, 91347, 543, 590, 54736, 1197719]
GAMA.0123.00623	GCF_009914055.1	representative genome	1615494	1615494	Mixta intestinalis	1615494	Mixta	Enterobacterales	Erwiniaceae	91347	1903409	[1, 131567, 2, 1224, 1236, 91347, 1903409, 2100764, 1615494]
GAMA.0123.00627	GCF_002952315.1	representative genome	79967	79967	Erwinia pyrifoliae	79967	Erwinia	Enterobacterales	Erwiniaceae	91347	1903409	[1, 131567, 2, 1224, 1236, 91347, 1903409, 551, 79967]
GAMA.0123.00628	GCF_000006945.2	reference genome	99287	28901	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	99287	Salmonella	Enterobacterales	Enterobacteriaceae	91347	543	[1, 131567, 2, 1224, 1236, 91347, 543, 590, 28901, 59201, 90371, 99287]
GAMA.0123.00630	GCF_000968195.1	representative genome	351671	351671	Xenorhabdus doucetiae	351671	Xenorhabdus	Enterobacterales	Morganellaceae	91347	1903414	[1, 131567, 2, 1224, 1236, 91347, 1903414, 626, 351671]
GAMA.0123.00631	GCF_012923785.1	na	395631	395631	Phytobacter diazotrophicus	395631	Phytobacter	Enterobacterales	Enterobacteriaceae	91347	543	[1, 131567, 2, 1224, 1236, 91347, 543, 447792, 395631]
GAMA.0123.00633	GCF_012562765.1	representative genome	2675795	2675795	Enterobacteriaceae endosymbiont of Plateumaris pusilla	2675795	Enterobacteriaceae	Enterobacterales	Enterobacteriaceae	91347	543	[1, 131567, 2, 1224, 1236, 91347, 543, 36866, 2675795]
GAMA.0123.00636	GCF_025914095.1	representative genome	1505757	1505757	Siccibacter colletis	1505757	Siccibacter	Enterobacterales	Enterobacteriaceae	91347	543	[1, 131567, 2, 1224, 1236, 91347, 543, 1649298, 1505757]
GAMA.0123.00637	GCF_021462285.1	representative genome	42906	42906	Serratia entomophila	42906	Serratia	Enterobacterales	Yersiniaceae	91347	1903411	[1, 131567, 2, 1224, 1236, 91347, 1903411, 613, 42906]
GAMA.0123.00639	GCF_023195735.1	representative genome	51288	51288	Kluyvera ascorbata	51288	Kluyvera	Enterobacterales	Enterobacteriaceae	91347	543	[1, 131567, 2, 1224, 1236, 91347, 543, 579, 51288]
GAMA.0123.00641	GCF_009649915.1	representative genome	61648	61648	Kluyvera intermedia	61648	Kluyvera	Enterobacterales	Enterobacteriaceae	91347	543	[1, 131567, 2, 1224, 1236, 91347, 543, 579, 61648]
GAMA.0123.00642	GCF_008330085.1	representative genome	283686	283686	Kosakonia radicincitans	283686	Kosakonia	Enterobacterales	Enterobacteriaceae	91347	543	[1, 131567, 2, 1224, 1236, 91347, 543, 1330547, 283686]
GAMA.0123.00644	GCF_002101395.1	representative genome	1891675	1891675	Pantoea alhagi	1891675	Pantoea	Enterobacterales	Erwiniaceae	91347	1903409	[1, 131567, 2, 1224, 1236, 91347, 1903409, 53335, 1891675]
GAMA.0123.00647	GCF_019048625.1	na	158836	158836	Enterobacter hormaechei	158836	Enterobacter	Enterobacterales	Enterobacteriaceae	91347	543	[1, 131567, 2, 1224, 1236, 91347, 543, 547, 354276, 158836]
GAMA.0123.00652	GCF_900039485.1	representative genome	1778262	1778262	Candidatus Doolittlea endobia	1778262	Doolittlea	Enterobacterales	Enterobacteriaceae	91347	543	[1, 131567, 2, 1224, 1236, 91347, 543, 191675, 84563, 1906657, 1778262]
GAMA.0123.00654	GCF_000196475.1	representative genome	291112	291112	Photorhabdus asymbiotica	291112	Photorhabdus	Enterobacterales	Morganellaceae	91347	1903414	[1, 131567, 2, 1224, 1236, 91347, 1903414, 29487, 291112]
GAMA.0123.00656	GCF_000828515.1	representative genome	476281	168169	Candidatus Ishikawaella capsulata Mpkobe	476281	Ishikawaella	Enterobacterales	Enterobacteriaceae	91347	543	[1, 131567, 2, 1224, 1236, 91347, 543, 409304, 168169, 476281]
GAMA.0123.00666	GCF_004684345.1	representative genome	2562449	2562449	Citrobacter tructae	2562449	Citrobacter	Enterobacterales	Enterobacteriaceae	91347	543	[1, 131567, 2, 1224, 1236, 91347, 543, 544, 2562449]
GAMA.0123.00667	GCF_007035805.1	representative genome	61645	61645	Enterobacter asburiae	61645	Enterobacter	Enterobacterales	Enterobacteriaceae	91347	543	[1, 131567, 2, 1224, 1236, 91347, 543, 547, 354276, 61645]
GAMA.0123.00669	GCF_001277175.1	representative genome	1074000	535744	Cronobacter universalis NCTC 9529	1074000	Cronobacter	Enterobacterales	Enterobacteriaceae	91347	543	[1, 131567, 2, 1224, 1236, 91347, 543, 413496, 535744, 1074000]
GAMA.0123.00671	GCF_018139045.1	representative genome	2587529	2587529	Klebsiella pasteurii	2587529	Klebsiella	Enterobacterales	Enterobacteriaceae	91347	543	[1, 131567, 2, 1224, 1236, 91347, 543, 2890311, 570, 2587529]
GAMA.0123.00672	GCF_013460135.1	representative genome	1231049	1231049	Arsenophonus endosymbiont of Aphis craccivora	1231049	Arsenophonus	Enterobacterales	Morganellaceae	91347	1903414	[1, 131567, 2, 1224, 1236, 91347, 1903414, 637, 2627083, 1231049]
GAMA.0123.00674	GCF_001558935.2	representative genome	35703	35703	Citrobacter amalonaticus	35703	Citrobacter	Enterobacterales	Enterobacteriaceae	91347	543	[1, 131567, 2, 1224, 1236, 91347, 543, 544, 35703]
GAMA.0123.00676	GCF_003516165.1	representative genome	615	615	Serratia marcescens	615	Serratia	Enterobacterales	Yersiniaceae	91347	1903411	[1, 131567, 2, 1224, 1236, 91347, 1903411, 613, 615]
GAMA.0123.00680	GCF_003261575.2	representative genome	2153354	2153354	Klebsiella huaxiensis	2153354	Klebsiella	Enterobacterales	Enterobacteriaceae	91347	543	[1, 131567, 2, 1224, 1236, 91347, 543, 2890311, 570, 2153354]
GAMA.0123.00683	GCF_001729805.1	representative genome	1812935	1812935	Enterobacter roggenkampii	1812935	Enterobacter	Enterobacterales	Enterobacteriaceae	91347	543	[1, 131567, 2, 1224, 1236, 91347, 543, 547, 354276, 1812935]
GAMA.0123.00684	GCF_021733145.1	representative genome	1263550	1263550	Edwardsiella piscicida	1263550	Edwardsiella	Enterobacterales	Hafniaceae	91347	1903412	[1, 131567, 2, 1224, 1236, 91347, 1903412, 635, 1263550]
GAMA.0123.00687	GCF_009931295.1	representative genome	78398	78398	Pectobacterium odoriferum	78398	Pectobacterium	Enterobacterales	Pectobacteriaceae	91347	1903410	[1, 131567, 2, 1224, 1236, 91347, 1903410, 122277, 78398]
GAMA.0123.00688	GCF_000582515.1	representative genome	367190	367190	Yersinia similis	367190	Yersinia	Enterobacterales	Yersiniaceae	91347	1903411	[1, 131567, 2, 1224, 1236, 91347, 1903411, 629, 1649845, 367190]
GAMA.0123.00690	GCF_001750725.1	representative genome	299767	299767	Enterobacter ludwigii	299767	Enterobacter	Enterobacterales	Enterobacteriaceae	91347	543	[1, 131567, 2, 1224, 1236, 91347, 543, 547, 354276, 299767]
GAMA.0123.00693	GCF_001984825.2	representative genome	2494701	2494701	Enterobacter chengduensis	2494701	Enterobacter	Enterobacterales	Enterobacteriaceae	91347	543	[1, 131567, 2, 1224, 1236, 91347, 543, 547, 354276, 2494701]
GAMA.0123.00694	GCF_022369495.1	representative genome	102862	102862	Proteus penneri	102862	Proteus	Enterobacterales	Morganellaceae	91347	1903414	[1, 131567, 2, 1224, 1236, 91347, 1903414, 583, 102862]
GAMA.0123.00697	GCF_019355955.1	representative genome	61646	61646	Lelliottia amnigena	61646	Lelliottia	Enterobacterales	Enterobacteriaceae	91347	543	[1, 131567, 2, 1224, 1236, 91347, 543, 1330545, 61646]
GAMA.0123.00704	GCF_011617105.1	representative genome	569	569	Hafnia alvei	569	Hafnia	Enterobacterales	Hafniaceae	91347	1903412	[1, 131567, 2, 1224, 1236, 91347, 1903412, 568, 569]
GAMA.0123.00706	GCF_009363135.1	representative genome	551989	551989	Kosakonia arachidis	551989	Kosakonia	Enterobacterales	Enterobacteriaceae	91347	543	[1, 131567, 2, 1224, 1236, 91347, 543, 1330547, 551989]
GAMA.0123.00707	GCF_003812345.1	na	546	546	Citrobacter freundii	546	Citrobacter	Enterobacterales	Enterobacteriaceae	91347	543	[1, 131567, 2, 1224, 1236, 91347, 543, 544, 1344959, 546]
GAMA.0123.00708	GCF_000093065.1	representative genome	515618	401619	Candidatus Riesia pediculicola USDA	515618	Riesia	Enterobacterales	Enterobacteriaceae	91347	543	[1, 131567, 2, 1224, 1236, 91347, 543, 401618, 401619, 515618]
GAMA.0123.00709	GCF_003935895.2	representative genome	1851514	1851514	Scandinavium goeteborgense	1851514	Scandinavium	Enterobacterales	Enterobacteriaceae	91347	543	[1, 131567, 2, 1224, 1236, 91347, 543, 2726810, 1851514]
GAMA.0123.00713	GCF_000233595.1	representative genome	1095774	553	Pantoea ananatis PA13	1095774	Pantoea	Enterobacterales	Erwiniaceae	91347	1903409	[1, 131567, 2, 1224, 1236, 91347, 1903409, 53335, 553, 1095774]
GAMA.0123.00718	GCF_020683125.1	representative genome	55212	55212	Erwinia rhapontici	55212	Erwinia	Enterobacterales	Erwiniaceae	91347	1903409	[1, 131567, 2, 1224, 1236, 91347, 1903409, 551, 55212]
GAMA.0123.00722	GCF_008693645.1	representative genome	67827	67827	Citrobacter werkmanii	67827	Citrobacter	Enterobacterales	Enterobacteriaceae	91347	543	[1, 131567, 2, 1224, 1236, 91347, 543, 544, 1344959, 67827]
GAMA.0123.00724	GCF_015139575.1	representative genome	1134687	1134687	Klebsiella michiganensis	1134687	Klebsiella	Enterobacterales	Enterobacteriaceae	91347	543	[1, 131567, 2, 1224, 1236, 91347, 543, 2890311, 570, 1134687]
GAMA.0123.00725	GCF_001277235.1	representative genome	1159554	413497	Cronobacter dublinensis subsp. dublinensis LMG 23823	1159554	Cronobacter	Enterobacterales	Enterobacteriaceae	91347	543	[1, 131567, 2, 1224, 1236, 91347, 543, 413496, 413497, 413498, 1159554]
GAMA.0123.00727	GCF_000517425.1	representative genome	1239307	1239307	Sodalis praecaptivus	1239307	Sodalis	Enterobacterales	Bruguierivoracaceae	91347	2812006	[1, 131567, 2, 1224, 1236, 91347, 2812006, 84565, 1239307]
GAMA.0123.00733	GCF_020526085.1	representative genome	2489010	2489010	Klebsiella africana	2489010	Klebsiella	Enterobacterales	Enterobacteriaceae	91347	543	[1, 131567, 2, 1224, 1236, 91347, 543, 2890311, 570, 2489010]
GAMA.0123.00734	GCF_016026395.1	representative genome	93378	93378	Edwardsiella hoshinae	93378	Edwardsiella	Enterobacterales	Hafniaceae	91347	1903412	[1, 131567, 2, 1224, 1236, 91347, 1903412, 635, 93378]
GAMA.0123.00736	GCF_002846995.1	representative genome	1089444	1089444	Dickeya solani	1089444	Dickeya	Enterobacterales	Pectobacteriaceae	91347	1903410	[1, 131567, 2, 1224, 1236, 91347, 1903410, 204037, 1089444]
GAMA.0123.00737	GCF_016904755.1	na	208962	208962	Escherichia albertii	208962	Escherichia	Enterobacterales	Enterobacteriaceae	91347	543	[1, 131567, 2, 1224, 1236, 91347, 543, 561, 208962]
GAMA.0123.00738	GCF_001277255.1	representative genome	1073999	1163710	Cronobacter condimenti 1330	1073999	Cronobacter	Enterobacterales	Enterobacteriaceae	91347	543	[1, 131567, 2, 1224, 1236, 91347, 543, 413496, 1163710, 1073999]
GAMA.0123.00739	GCF_003204135.1	representative genome	587	587	Providencia rettgeri	587	Providencia	Enterobacterales	Morganellaceae	91347	1903414	[1, 131567, 2, 1224, 1236, 91347, 1903414, 586, 587]
GAMA.0123.00741	GCF_008693605.1	na	1639133	1639133	Citrobacter portucalensis	1639133	Citrobacter	Enterobacterales	Enterobacteriaceae	91347	543	[1, 131567, 2, 1224, 1236, 91347, 543, 544, 1344959, 1639133]
GAMA.0123.00742	GCF_012571345.1	representative genome	2675791	2675791	Enterobacteriaceae endosymbiont of Macroplea mutica	2675791	Enterobacteriaceae	Enterobacterales	Enterobacteriaceae	91347	543	[1, 131567, 2, 1224, 1236, 91347, 543, 36866, 2675791]
GAMA.0123.00744	GCF_020097475.1	representative genome	564	564	Escherichia fergusonii	564	Escherichia	Enterobacterales	Enterobacteriaceae	91347	543	[1, 131567, 2, 1224, 1236, 91347, 543, 561, 564]
GAMA.0123.00747	GCF_000091565.1	representative genome	665029	552	Erwinia amylovora CFBP1430	665029	Erwinia	Enterobacterales	Erwiniaceae	91347	1903409	[1, 131567, 2, 1224, 1236, 91347, 1903409, 551, 552, 665029]
GAMA.0123.00748	GCF_002812485.1	representative genome	1778540	1778540	Dickeya fangzhongdai	1778540	Dickeya	Enterobacterales	Pectobacteriaceae	91347	1903410	[1, 131567, 2, 1224, 1236, 91347, 1903410, 204037, 1778540]
GAMA.0123.00750	GCF_025758125.1	representative genome	208223	208223	Kosakonia cowanii	208223	Kosakonia	Enterobacterales	Enterobacteriaceae	91347	543	[1, 131567, 2, 1224, 1236, 91347, 543, 1330547, 208223]
GAMA.0123.00751	GCF_017348915.1	representative genome	2815358	2815358	Leclercia pneumoniae	2815358	Leclercia	Enterobacterales	Enterobacteriaceae	91347	543	[1, 131567, 2, 1224, 1236, 91347, 543, 83654, 2815358]
GAMA.0123.00753	GCF_900698925.1	representative genome	1922217	1922217	Candidatus Erwinia haradaeae	1922217	Erwinia	Enterobacterales	Erwiniaceae	91347	1903409	[1, 131567, 2, 1224, 1236, 91347, 1903409, 551, 1922217]
GAMA.0123.00755	GCF_003099975.1	representative genome	98794	9	Buchnera aphidicola (Schizaphis graminum)	98794	Buchnera	Enterobacterales	Erwiniaceae	91347	1903409	[1, 131567, 2, 1224, 1236, 91347, 1903409, 32199, 9, 98794]
GAMA.0123.00757	GCF_000224675.1	representative genome	885040	885040	Enterobacter soli	885040	Enterobacter	Enterobacterales	Enterobacteriaceae	91347	543	[1, 131567, 2, 1224, 1236, 91347, 543, 547, 885040]
GAMA.0123.00758	GCF_018128425.1	representative genome	67826	67826	Citrobacter sedlakii	67826	Citrobacter	Enterobacterales	Enterobacteriaceae	91347	543	[1, 131567, 2, 1224, 1236, 91347, 543, 544, 1344959, 67826]
GAMA.0123.00759	GCF_003812925.1	representative genome	571	571	Klebsiella oxytoca	571	Klebsiella	Enterobacterales	Enterobacteriaceae	91347	543	[1, 131567, 2, 1224, 1236, 91347, 543, 2890311, 570, 571]
GAMA.0123.00763	GCF_000834295.1	representative genome	273123	633	Yersinia pseudotuberculosis IP 32953	273123	Yersinia	Enterobacterales	Yersiniaceae	91347	1903411	[1, 131567, 2, 1224, 1236, 91347, 1903411, 629, 1649845, 633, 273123]
GAMA.0123.00766	GCF_004353845.1	representative genome	2546350	2546350	Citrobacter arsenatis	2546350	Citrobacter	Enterobacterales	Enterobacteriaceae	91347	543	[1, 131567, 2, 1224, 1236, 91347, 543, 544, 2546350]
GAMA.0123.00767	GCF_011044475.1	representative genome	66269	66269	Pantoea stewartii	66269	Pantoea	Enterobacterales	Erwiniaceae	91347	1903409	[1, 131567, 2, 1224, 1236, 91347, 1903409, 53335, 66269]
GAMA.0123.00770	GCF_020150375.1	representative genome	546367	546367	Hafnia paralvei	546367	Hafnia	Enterobacterales	Hafniaceae	91347	1903412	[1, 131567, 2, 1224, 1236, 91347, 1903412, 568, 546367]
GAMA.0123.00771	GCF_008364325.2	representative genome	614	614	Serratia liquefaciens	614	Serratia	Enterobacterales	Yersiniaceae	91347	1903411	[1, 131567, 2, 1224, 1236, 91347, 1903411, 613, 614]
GAMA.0123.00776	GCF_001277215.2	representative genome	1159491	413503	Cronobacter malonaticus LMG 23826	1159491	Cronobacter	Enterobacterales	Enterobacteriaceae	91347	543	[1, 131567, 2, 1224, 1236, 91347, 543, 413496, 413503, 1159491]
GAMA.0123.00777	GCF_012571795.1	representative genome	2675792	2675792	Enterobacteriaceae endosymbiont of Neohaemonia nigricornis	2675792	Enterobacteriaceae	Enterobacterales	Enterobacteriaceae	91347	543	[1, 131567, 2, 1224, 1236, 91347, 543, 36866, 2675792]
GAMA.0123.00779	GCF_016415705.1	representative genome	1463165	1463165	Klebsiella quasipneumoniae	1463165	Klebsiella	Enterobacterales	Enterobacteriaceae	91347	543	[1, 131567, 2, 1224, 1236, 91347, 543, 2890311, 570, 1463165]
GAMA.0123.00780	GCF_003600645.1	representative genome	1604335	1604335	Yersinia rochesterensis	1604335	Yersinia	Enterobacterales	Yersiniaceae	91347	1903411	[1, 131567, 2, 1224, 1236, 91347, 1903411, 629, 1604335]
GAMA.0123.00781	GCF_009831665.3	representative genome	138074	138074	Serratia symbiotica	138074	Serratia	Enterobacterales	Yersiniaceae	91347	1903411	[1, 131567, 2, 1224, 1236, 91347, 1903411, 613, 138074]
GAMA.0123.00784	GCF_011045835.1	representative genome	626774	1574161	Proteus terrae subsp. cibarius	626774	Proteus	Enterobacterales	Morganellaceae	91347	1903414	[1, 131567, 2, 1224, 1236, 91347, 1903414, 583, 1574161, 626774]
GAMA.0123.00785	GCF_019047765.1	representative genome	1563222	1563222	Citrobacter pasteurii	1563222	Citrobacter	Enterobacterales	Enterobacteriaceae	91347	543	[1, 131567, 2, 1224, 1236, 91347, 543, 544, 1563222]
GAMA.0123.00789	GCF_003074995.2	representative genome	67780	67780	Edwardsiella ictaluri	67780	Edwardsiella	Enterobacterales	Hafniaceae	91347	1903412	[1, 131567, 2, 1224, 1236, 91347, 1903412, 635, 67780]
GAMA.0123.00792	GCF_003516125.1	representative genome	28141	28141	Cronobacter sakazakii	28141	Cronobacter	Enterobacterales	Enterobacteriaceae	91347	543	[1, 131567, 2, 1224, 1236, 91347, 543, 413496, 28141]
GAMA.0123.00795	GCF_020525665.1	representative genome	2026240	2026240	Klebsiella quasivariicola	2026240	Klebsiella	Enterobacterales	Enterobacteriaceae	91347	543	[1, 131567, 2, 1224, 1236, 91347, 543, 2890311, 570, 2026240]
GAMA.0123.00796	GCF_000018045.1	representative genome	290338	545	Citrobacter koseri ATCC BAA-895	290338	Citrobacter	Enterobacterales	Enterobacteriaceae	91347	543	[1, 131567, 2, 1224, 1236, 91347, 543, 544, 545, 290338]
GAMA.0123.00797	GCF_020991025.1	representative genome	703	703	Plesiomonas shigelloides	703	Plesiomonas	Enterobacterales	Enterobacteriaceae	91347	543	[1, 131567, 2, 1224, 1236, 91347, 543, 702, 703]
GAMA.0123.00798	GCF_022592395.1	representative genome	158849	158849	Moellerella wisconsensis	158849	Moellerella	Enterobacterales	Morganellaceae	91347	1903414	[1, 131567, 2, 1224, 1236, 91347, 1903414, 158848, 158849]
GAMA.0123.00799	GCF_000222975.1	representative genome	1035377	632	Yersinia pestis A1122	1035377	Yersinia	Enterobacterales	Yersiniaceae	91347	1903411	[1, 131567, 2, 1224, 1236, 91347, 1903411, 629, 1649845, 632, 1035377]
GAMA.0123.00802	GCF_020971565.1	representative genome	2778550	2778550	Pectobacterium parvum	2778550	Pectobacterium	Enterobacterales	Pectobacteriaceae	91347	1903410	[1, 131567, 2, 1224, 1236, 91347, 1903410, 122277, 2778550]
GAMA.0123.00804	GCF_000008865.2	reference genome	386585	562	Escherichia coli O157:H7 str. Sakai	386585	Escherichia	Enterobacterales	Enterobacteriaceae	91347	543	[1, 131567, 2, 1224, 1236, 91347, 543, 561, 562, 83334, 386585]
GAMA.0123.00805	GCF_024224615.1	representative genome	255519	255519	Atlantibacter subterranea	255519	Atlantibacter	Enterobacterales	Enterobacteriaceae	91347	543	[1, 131567, 2, 1224, 1236, 91347, 543, 1903434, 255519]
GAMA.0123.00808	GCF_017498685.1	representative genome	29486	29486	Yersinia ruckeri	29486	Yersinia	Enterobacterales	Yersiniaceae	91347	1903411	[1, 131567, 2, 1224, 1236, 91347, 1903411, 629, 29486]
GAMA.0123.00809	GCF_000264765.2	representative genome	667120	1821960	Edwardsiella anguillarum ET080813	667120	Edwardsiella	Enterobacterales	Hafniaceae	91347	1903412	[1, 131567, 2, 1224, 1236, 91347, 1903412, 635, 1821960, 667120]
GAMA.0123.00810	GCF_000196615.1	representative genome	634500	182337	Erwinia billingiae Eb661	634500	Erwinia	Enterobacterales	Erwiniaceae	91347	1903409	[1, 131567, 2, 1224, 1236, 91347, 1903409, 551, 182337, 634500]
GAMA.0123.00812	GCF_023547145.1	na	588	588	Providencia stuartii	588	Providencia	Enterobacterales	Morganellaceae	91347	1903414	[1, 131567, 2, 1224, 1236, 91347, 1903414, 586, 588]
GAMA.0123.01411	GCF_014652175.1	na	588	588	Providencia stuartii	588	Providencia	Enterobacterales	Morganellaceae	91347	1903414	[1, 131567, 2, 1224, 1236, 91347, 1903414, 586, 588]
GAMA.0123.00813	GCF_003122425.1	na	1878942	1878942	Candidatus Fukatsuia symbiotica	1878942	Fukatsuia	Enterobacterales	Yersiniaceae	91347	1903411	[1, 131567, 2, 1224, 1236, 91347, 1903411, 1927833, 1878942]
GAMA.0123.00816	GCF_000010085.1	representative genome	343509	63612	Sodalis glossinidius str. 'morsitans'	343509	Sodalis	Enterobacterales	Bruguierivoracaceae	91347	2812006	[1, 131567, 2, 1224, 1236, 91347, 2812006, 84565, 63612, 343509]
GAMA.0123.00821	GCF_000971765.1	representative genome	1235990	1235990	Candidatus Pantoea carbekii	1235990	Pantoea	Enterobacterales	Erwiniaceae	91347	1903409	[1, 131567, 2, 1224, 1236, 91347, 1903409, 53335, 1235990]
GAMA.0123.00822	GCF_006711645.1	representative genome	1259973	1259973	Klebsiella electrica	1259973	Klebsiella	Enterobacterales	Enterobacteriaceae	91347	543	[1, 131567, 2, 1224, 1236, 91347, 543, 2890311, 570, 1259973]
GAMA.0123.00823	GCF_000026185.1	representative genome	465817	338565	Erwinia tasmaniensis Et1/99	465817	Erwinia	Enterobacterales	Erwiniaceae	91347	1903409	[1, 131567, 2, 1224, 1236, 91347, 1903409, 551, 338565, 465817]
GAMA.0123.00825	GCF_002843235.3	na	2027290	2027290	Providencia huaxiensis	2027290	Providencia	Enterobacterales	Morganellaceae	91347	1903414	[1, 131567, 2, 1224, 1236, 91347, 1903414, 586, 2027290]
GAMA.0123.00826	GCF_000240185.1	reference genome	1125630	573	Klebsiella pneumoniae subsp. pneumoniae HS11286	1125630	Klebsiella	Enterobacterales	Enterobacteriaceae	91347	543	[1, 131567, 2, 1224, 1236, 91347, 543, 2890311, 570, 573, 72407, 1125630]
GAMA.0123.00827	GCF_020268605.1	representative genome	2879119	2879119	Arsenophonus apicola	2879119	Arsenophonus	Enterobacterales	Morganellaceae	91347	1903414	[1, 131567, 2, 1224, 1236, 91347, 1903414, 637, 2879119]
GAMA.0123.00895	GCF_003571485.1	representative genome	2488639	2488639	Pectobacterium versatile	2488639	Pectobacterium	Enterobacterales	Pectobacteriaceae	91347	1903410	[1, 131567, 2, 1224, 1236, 91347, 1903410, 122277, 2488639]
GAMA.0123.00897	GCF_000006925.2	reference genome	198214	623	Shigella flexneri 2a str. 301	198214	Shigella	Enterobacterales	Enterobacteriaceae	91347	543	[1, 131567, 2, 1224, 1236, 91347, 543, 620, 623, 42897, 198214]
GAMA.0123.00901	GCF_018288855.1	representative genome	58169	58169	Rahnella inusitata	58169	Rahnella	Enterobacterales	Yersiniaceae	91347	1903411	[1, 131567, 2, 1224, 1236, 91347, 1903411, 34037, 58169]
GAMA.0123.00913	GCF_022637475.1	representative genome	2703885	2703885	Rahnella aceris	2703885	Rahnella	Enterobacterales	Yersiniaceae	91347	1903411	[1, 131567, 2, 1224, 1236, 91347, 1903411, 34037, 2703885]
GAMA.0123.00915	GCF_021276285.1	representative genome	1510570	1510570	Rahnella victoriana	1510570	Rahnella	Enterobacterales	Yersiniaceae	91347	1903411	[1, 131567, 2, 1224, 1236, 91347, 1903411, 34037, 1510570]
GAMA.0123.00918	GCF_019048385.1	representative genome	549	549	Pantoea agglomerans	549	Pantoea	Enterobacterales	Erwiniaceae	91347	1903409	[1, 131567, 2, 1224, 1236, 91347, 1903409, 53335, 1654067, 549]
GAMA.0123.00929	GCF_004792415.1	representative genome	470934	470934	Pantoea vagans	470934	Pantoea	Enterobacterales	Erwiniaceae	91347	1903409	[1, 131567, 2, 1224, 1236, 91347, 1903409, 53335, 470934]
GAMA.0123.00932	GCF_020079945.1	representative genome	472693	472693	Pantoea eucrina	472693	Pantoea	Enterobacterales	Erwiniaceae	91347	1903409	[1, 131567, 2, 1224, 1236, 91347, 1903409, 53335, 472693]
GAMA.0123.00935	GCF_020342335.1	representative genome	1619313	1619313	Duffyella gerundensis	1619313	Duffyella	Enterobacterales	Erwiniaceae	91347	1903409	[1, 131567, 2, 1224, 1236, 91347, 1903409, 3026546, 1619313]
GAMA.0123.00939	GCF_019890955.1	representative genome	59814	59814	Pantoea dispersa	59814	Pantoea	Enterobacterales	Erwiniaceae	91347	1903409	[1, 131567, 2, 1224, 1236, 91347, 1903409, 53335, 59814]
GAMA.0123.00941	GCF_012569045.1	representative genome	2675785	2675785	Enterobacteriaceae endosymbiont of Donacia sparganii	2675785	Enterobacteriaceae	Enterobacterales	Enterobacteriaceae	91347	543	[1, 131567, 2, 1224, 1236, 91347, 543, 36866, 2675785]
